Day,Outdoor Temperature [TC] (°C)
01/01/2019 00:01,24.40
01/01/2019 00:31,24.28
01/01/2019 01:01,24.20
01/01/2019 01:31,24.10
01/01/2019 02:01,24.05
01/01/2019 02:31,23.95
01/01/2019 03:01,23.88
01/01/2019 03:31,23.80
01/01/2019 04:01,23.73
01/01/2019 04:31,23.70
01/01/2019 05:01,23.70
01/01/2019 05:31,23.82
01/01/2019 06:01,24.07
01/01/2019 06:31,24.55
01/01/2019 07:01,25.02
01/01/2019 07:31,25.30
01/01/2019 08:01,25.92
01/01/2019 08:31,26.50
01/01/2019 09:01,27.03
01/01/2019 09:31,27.82
01/01/2019 10:01,28.62
01/01/2019 10:31,29.32
01/01/2019 11:01,29.72
01/01/2019 11:31,30.07
01/01/2019 12:01,30.35
01/01/2019 12:31,30.48
01/01/2019 13:01,30.42
01/01/2019 13:31,28.63
01/01/2019 14:01,28.85
01/01/2019 14:31,28.70
01/01/2019 15:01,27.07
01/01/2019 15:31,26.77
01/01/2019 16:01,26.93
01/01/2019 16:31,26.82
01/01/2019 17:01,26.08
01/01/2019 17:31,25.83
01/01/2019 18:01,25.53
01/01/2019 18:31,25.28
01/01/2019 19:01,25.10
01/01/2019 19:31,25.00
01/01/2019 20:01,25.00
01/01/2019 20:31,24.92
01/01/2019 21:01,24.90
01/01/2019 21:31,24.90
01/01/2019 22:01,24.80
01/01/2019 22:31,24.80
01/01/2019 23:01,24.80
01/01/2019 23:31,24.70
02/01/2019 00:01,24.70
02/01/2019 00:31,24.65
02/01/2019 01:01,24.57
02/01/2019 01:31,24.47
02/01/2019 02:01,24.33
02/01/2019 02:31,24.22
02/01/2019 03:01,24.13
02/01/2019 03:31,24.10
02/01/2019 04:01,24.05
02/01/2019 04:31,24.00
02/01/2019 05:01,24.00
02/01/2019 05:31,24.12
02/01/2019 06:01,24.45
02/01/2019 06:31,24.83
02/01/2019 07:01,25.00
02/01/2019 07:31,25.10
02/01/2019 08:01,25.23
02/01/2019 08:31,25.77
02/01/2019 09:01,26.13
02/01/2019 09:31,26.60
02/01/2019 10:01,27.25
02/01/2019 10:31,28.12
02/01/2019 11:01,28.20
02/01/2019 11:31,28.15
02/01/2019 12:01,27.83
02/01/2019 12:31,27.53
02/01/2019 13:01,27.77
02/01/2019 13:31,27.63
02/01/2019 14:01,27.60
02/01/2019 14:31,27.50
02/01/2019 15:01,27.43
02/01/2019 15:31,27.18
02/01/2019 16:01,26.77
02/01/2019 16:31,26.38
02/01/2019 17:01,26.18
02/01/2019 17:31,26.07
02/01/2019 18:01,25.98
02/01/2019 18:31,25.90
02/01/2019 19:01,25.87
02/01/2019 19:31,25.65
02/01/2019 20:01,25.45
02/01/2019 20:31,25.25
02/01/2019 21:01,25.10
02/01/2019 21:31,25.10
02/01/2019 22:01,25.10
02/01/2019 22:31,25.10
02/01/2019 23:01,25.10
02/01/2019 23:31,25.10
03/01/2019 00:01,25.10
03/01/2019 00:31,25.10
03/01/2019 01:01,25.10
03/01/2019 01:31,25.10
03/01/2019 02:01,25.10
03/01/2019 02:31,25.10
03/01/2019 03:01,25.05
03/01/2019 03:31,25.00
03/01/2019 04:01,24.97
03/01/2019 04:31,24.88
03/01/2019 05:01,24.80
03/01/2019 05:31,24.70
03/01/2019 06:01,24.88
03/01/2019 06:31,25.05
03/01/2019 07:01,25.25
03/01/2019 07:31,25.92
03/01/2019 08:01,26.57
03/01/2019 08:31,27.10
03/01/2019 09:01,27.45
03/01/2019 09:31,27.87
03/01/2019 10:01,28.55
03/01/2019 10:31,28.90
03/01/2019 11:01,29.30
03/01/2019 11:31,29.68
03/01/2019 12:01,30.10
03/01/2019 12:31,29.98
03/01/2019 13:01,30.32
03/01/2019 13:31,31.23
03/01/2019 14:01,30.15
03/01/2019 14:31,29.95
03/01/2019 15:01,28.70
03/01/2019 15:31,28.07
03/01/2019 16:01,27.93
03/01/2019 16:31,27.42
03/01/2019 17:01,24.62
03/01/2019 17:31,23.35
03/01/2019 18:01,23.43
03/01/2019 18:31,23.62
03/01/2019 19:01,23.70
03/01/2019 19:31,23.70
03/01/2019 20:01,23.70
03/01/2019 20:31,23.70
03/01/2019 21:01,23.70
03/01/2019 21:31,23.70
03/01/2019 22:01,23.70
03/01/2019 22:31,23.70
03/01/2019 23:01,23.70
03/01/2019 23:31,23.68
04/01/2019 00:01,23.60
04/01/2019 00:31,23.60
04/01/2019 01:01,23.60
04/01/2019 01:31,23.60
04/01/2019 02:01,23.60
04/01/2019 02:31,23.60
04/01/2019 03:01,23.60
04/01/2019 03:31,23.60
04/01/2019 04:01,23.50
04/01/2019 04:31,23.45
04/01/2019 05:01,23.40
04/01/2019 05:31,23.43
04/01/2019 06:01,23.60
04/01/2019 06:31,24.00
04/01/2019 07:01,24.47
04/01/2019 07:31,24.87
04/01/2019 08:01,25.05
04/01/2019 08:31,25.35
04/01/2019 09:01,26.05
04/01/2019 09:31,26.53
04/01/2019 10:01,27.13
04/01/2019 10:31,28.20
04/01/2019 11:01,29.25
04/01/2019 11:31,29.93
04/01/2019 12:01,30.53
04/01/2019 12:31,30.77
04/01/2019 13:01,31.68
04/01/2019 13:31,31.90
04/01/2019 14:01,31.97
04/01/2019 14:31,31.18
04/01/2019 15:01,30.67
04/01/2019 15:31,29.60
04/01/2019 16:01,28.95
04/01/2019 16:31,28.18
04/01/2019 17:01,27.65
04/01/2019 17:31,27.32
04/01/2019 18:01,26.93
04/01/2019 18:31,26.68
04/01/2019 19:01,26.42
04/01/2019 19:31,26.22
04/01/2019 20:01,26.03
04/01/2019 20:31,25.90
04/01/2019 21:01,25.90
04/01/2019 21:31,25.90
04/01/2019 22:01,25.90
04/01/2019 22:31,25.83
04/01/2019 23:01,25.62
04/01/2019 23:31,25.42
05/01/2019 00:01,25.20
05/01/2019 00:31,25.05
05/01/2019 01:01,24.93
05/01/2019 01:31,24.75
05/01/2019 02:01,24.62
05/01/2019 02:31,24.50
05/01/2019 03:01,24.53
05/01/2019 03:31,24.60
05/01/2019 04:01,24.60
05/01/2019 04:31,24.60
05/01/2019 05:01,24.60
05/01/2019 05:31,24.52
05/01/2019 06:01,24.57
05/01/2019 06:31,24.72
05/01/2019 07:01,24.80
05/01/2019 07:31,24.80
05/01/2019 08:01,24.90
05/01/2019 08:31,24.98
05/01/2019 09:01,25.00
05/01/2019 09:31,25.08
05/01/2019 10:01,25.50
05/01/2019 10:31,26.23
05/01/2019 11:01,26.95
05/01/2019 11:31,27.33
05/01/2019 12:01,27.87
05/01/2019 12:31,28.80
05/01/2019 13:01,29.50
05/01/2019 13:31,30.02
05/01/2019 14:01,28.47
05/01/2019 14:31,26.25
05/01/2019 15:01,25.88
05/01/2019 15:31,26.55
05/01/2019 16:01,27.05
05/01/2019 16:31,26.62
05/01/2019 17:01,26.37
05/01/2019 17:31,26.22
05/01/2019 18:01,26.07
05/01/2019 18:31,25.95
05/01/2019 19:01,25.90
05/01/2019 19:31,25.72
05/01/2019 20:01,25.43
05/01/2019 20:31,25.18
05/01/2019 21:01,25.10
05/01/2019 21:31,25.10
05/01/2019 22:01,25.10
05/01/2019 22:31,25.10
05/01/2019 23:01,25.00
05/01/2019 23:31,24.98
06/01/2019 00:01,24.88
06/01/2019 00:31,24.80
06/01/2019 01:01,24.70
06/01/2019 01:31,24.68
06/01/2019 02:01,24.60
06/01/2019 02:31,24.65
06/01/2019 03:01,24.70
06/01/2019 03:31,24.70
06/01/2019 04:01,24.70
06/01/2019 04:31,24.60
06/01/2019 05:01,24.55
06/01/2019 05:31,24.48
06/01/2019 06:01,24.82
06/01/2019 06:31,25.05
06/01/2019 07:01,25.10
06/01/2019 07:31,25.30
06/01/2019 08:01,25.47
06/01/2019 08:31,25.78
06/01/2019 09:01,26.00
06/01/2019 09:31,26.10
06/01/2019 10:01,26.13
06/01/2019 10:31,26.62
06/01/2019 11:01,28.33
06/01/2019 11:31,28.90
06/01/2019 12:01,29.25
06/01/2019 12:31,30.27
06/01/2019 13:01,30.97
06/01/2019 13:31,30.97
06/01/2019 14:01,30.13
06/01/2019 14:31,29.75
06/01/2019 15:01,29.20
06/01/2019 15:31,28.37
06/01/2019 16:01,27.73
06/01/2019 16:31,27.47
06/01/2019 17:01,27.28
06/01/2019 17:31,27.17
06/01/2019 18:01,27.00
06/01/2019 18:31,26.72
06/01/2019 19:01,26.55
06/01/2019 19:31,26.42
06/01/2019 20:01,26.30
06/01/2019 20:31,26.20
06/01/2019 21:01,26.07
06/01/2019 21:31,25.98
06/01/2019 22:01,25.72
06/01/2019 22:31,25.45
06/01/2019 23:01,25.25
06/01/2019 23:31,25.10
07/01/2019 00:01,25.10
07/01/2019 00:31,25.10
07/01/2019 01:01,25.10
07/01/2019 01:31,25.00
07/01/2019 02:01,24.93
07/01/2019 02:31,24.83
07/01/2019 03:01,24.65
07/01/2019 03:31,24.42
07/01/2019 04:01,24.20
07/01/2019 04:31,24.05
07/01/2019 05:01,24.00
07/01/2019 05:31,24.00
07/01/2019 06:01,24.27
07/01/2019 06:31,24.47
07/01/2019 07:01,24.83
07/01/2019 07:31,25.20
07/01/2019 08:01,26.02
07/01/2019 08:31,26.77
07/01/2019 09:01,27.45
07/01/2019 09:31,28.05
07/01/2019 10:01,28.60
07/01/2019 10:31,29.20
07/01/2019 11:01,30.12
07/01/2019 11:31,30.02
07/01/2019 12:01,30.38
07/01/2019 12:31,30.52
07/01/2019 13:01,30.75
07/01/2019 13:31,30.25
07/01/2019 14:01,31.25
07/01/2019 14:31,32.18
07/01/2019 15:01,30.27
07/01/2019 15:31,28.77
07/01/2019 16:01,28.53
07/01/2019 16:31,27.90
07/01/2019 17:01,27.37
07/01/2019 17:31,27.12
07/01/2019 18:01,25.97
07/01/2019 18:31,24.72
07/01/2019 19:01,24.48
07/01/2019 19:31,24.57
07/01/2019 20:01,24.60
07/01/2019 20:31,24.60
07/01/2019 21:01,24.67
07/01/2019 21:31,24.70
07/01/2019 22:01,24.70
07/01/2019 22:31,24.63
07/01/2019 23:01,24.53
07/01/2019 23:31,24.42
08/01/2019 00:01,24.32
08/01/2019 00:31,24.30
08/01/2019 01:01,24.43
08/01/2019 01:31,24.65
08/01/2019 02:01,24.88
08/01/2019 02:31,24.90
08/01/2019 03:01,24.90
08/01/2019 03:31,24.90
08/01/2019 04:01,24.83
08/01/2019 04:31,24.75
08/01/2019 05:01,24.62
08/01/2019 05:31,24.42
08/01/2019 06:01,24.57
08/01/2019 06:31,24.93
08/01/2019 07:01,25.08
08/01/2019 07:31,25.43
08/01/2019 08:01,25.95
08/01/2019 08:31,26.20
08/01/2019 09:01,26.80
08/01/2019 09:31,27.35
08/01/2019 10:01,27.97
08/01/2019 10:31,27.92
08/01/2019 11:01,28.95
08/01/2019 11:31,28.93
08/01/2019 12:01,30.07
08/01/2019 12:31,30.95
08/01/2019 13:01,31.22
08/01/2019 13:31,30.00
08/01/2019 14:01,27.72
08/01/2019 14:31,26.38
08/01/2019 15:01,26.83
08/01/2019 15:31,27.22
08/01/2019 16:01,26.72
08/01/2019 16:31,25.95
08/01/2019 17:01,25.55
08/01/2019 17:31,25.17
08/01/2019 18:01,25.10
08/01/2019 18:31,25.10
08/01/2019 19:01,25.10
08/01/2019 19:31,25.00
08/01/2019 20:01,25.00
08/01/2019 20:31,25.00
08/01/2019 21:01,24.92
08/01/2019 21:31,24.90
08/01/2019 22:01,24.90
08/01/2019 22:31,24.90
08/01/2019 23:01,24.90
08/01/2019 23:31,24.90
09/01/2019 00:01,24.82
09/01/2019 00:31,24.75
09/01/2019 01:01,24.70
09/01/2019 01:31,24.67
09/01/2019 02:01,24.60
09/01/2019 02:31,24.60
09/01/2019 03:01,24.60
09/01/2019 03:31,24.60
09/01/2019 04:01,24.60
09/01/2019 04:31,24.70
09/01/2019 05:01,24.70
09/01/2019 05:31,24.80
09/01/2019 06:01,24.95
09/01/2019 06:31,25.07
09/01/2019 07:01,25.10
09/01/2019 07:31,25.10
09/01/2019 08:01,25.22
09/01/2019 08:31,25.80
09/01/2019 09:01,25.90
09/01/2019 09:31,26.25
09/01/2019 10:01,27.03
09/01/2019 10:31,27.15
09/01/2019 11:01,27.92
09/01/2019 11:31,28.57
09/01/2019 12:01,28.70
09/01/2019 12:31,29.12
09/01/2019 13:01,30.00
09/01/2019 13:31,30.47
09/01/2019 14:01,31.42
09/01/2019 14:31,31.07
09/01/2019 15:01,30.43
09/01/2019 15:31,29.28
09/01/2019 16:01,28.42
09/01/2019 16:31,26.38
09/01/2019 17:01,25.98
09/01/2019 17:31,26.08
09/01/2019 18:01,26.00
09/01/2019 18:31,25.93
09/01/2019 19:01,25.75
09/01/2019 19:31,25.50
09/01/2019 20:01,25.28
09/01/2019 20:31,25.10
09/01/2019 21:01,25.10
09/01/2019 21:31,25.10
09/01/2019 22:01,25.10
09/01/2019 22:31,25.10
09/01/2019 23:01,25.10
09/01/2019 23:31,25.10
10/01/2019 00:01,25.10
10/01/2019 00:31,25.03
10/01/2019 01:01,24.98
10/01/2019 01:31,24.90
10/01/2019 02:01,24.78
10/01/2019 02:31,24.70
10/01/2019 03:01,24.70
10/01/2019 03:31,24.62
10/01/2019 04:01,24.55
10/01/2019 04:31,24.45
10/01/2019 05:01,24.32
10/01/2019 05:31,24.15
10/01/2019 06:01,24.37
10/01/2019 06:31,24.80
10/01/2019 07:01,25.05
10/01/2019 07:31,25.38
10/01/2019 08:01,25.95
10/01/2019 08:31,26.57
10/01/2019 09:01,27.08
10/01/2019 09:31,27.88
10/01/2019 10:01,28.40
10/01/2019 10:31,28.78
10/01/2019 11:01,29.40
10/01/2019 11:31,30.05
10/01/2019 12:01,30.22
10/01/2019 12:31,30.73
10/01/2019 13:01,30.23
10/01/2019 13:31,30.87
10/01/2019 14:01,31.35
10/01/2019 14:31,32.48
10/01/2019 15:01,31.55
10/01/2019 15:31,30.07
10/01/2019 16:01,29.07
10/01/2019 16:31,28.63
10/01/2019 17:01,28.07
10/01/2019 17:31,27.55
10/01/2019 18:01,27.02
10/01/2019 18:31,26.45
10/01/2019 19:01,26.10
10/01/2019 19:31,25.82
10/01/2019 20:01,25.53
10/01/2019 20:31,25.32
10/01/2019 21:01,25.13
10/01/2019 21:31,25.10
10/01/2019 22:01,25.10
10/01/2019 22:31,25.08
10/01/2019 23:01,25.00
10/01/2019 23:31,25.00
11/01/2019 00:01,24.92
11/01/2019 00:31,24.87
11/01/2019 01:01,24.80
11/01/2019 01:31,24.80
11/01/2019 02:01,24.80
11/01/2019 02:31,24.80
11/01/2019 03:01,24.87
11/01/2019 03:31,24.90
11/01/2019 04:01,24.98
11/01/2019 04:31,24.95
11/01/2019 05:01,25.00
11/01/2019 05:31,24.90
11/01/2019 06:01,24.93
11/01/2019 06:31,24.90
11/01/2019 07:01,24.97
11/01/2019 07:31,25.00
11/01/2019 08:01,25.10
11/01/2019 08:31,25.15
11/01/2019 09:01,25.78
11/01/2019 09:31,26.90
11/01/2019 10:01,27.92
11/01/2019 10:31,28.58
11/01/2019 11:01,28.65
11/01/2019 11:31,29.40
11/01/2019 12:01,29.72
11/01/2019 12:31,29.67
11/01/2019 13:01,30.08
11/01/2019 13:31,29.48
11/01/2019 14:01,29.93
11/01/2019 14:31,29.93
11/01/2019 15:01,28.73
11/01/2019 15:31,27.85
11/01/2019 16:01,27.10
11/01/2019 16:31,26.72
11/01/2019 17:01,26.43
11/01/2019 17:31,26.23
11/01/2019 18:01,26.12
11/01/2019 18:31,26.00
11/01/2019 19:01,25.75
11/01/2019 19:31,25.48
11/01/2019 20:01,25.25
11/01/2019 20:31,25.10
11/01/2019 21:01,25.10
11/01/2019 21:31,25.10
11/01/2019 22:01,25.10
11/01/2019 22:31,25.00
11/01/2019 23:01,25.00
11/01/2019 23:31,25.00
12/01/2019 00:01,25.00
12/01/2019 00:31,24.95
12/01/2019 01:01,24.90
12/01/2019 01:31,24.83
12/01/2019 02:01,24.77
12/01/2019 02:31,24.70
12/01/2019 03:01,24.70
12/01/2019 03:31,24.62
12/01/2019 04:01,24.50
12/01/2019 04:31,24.43
12/01/2019 05:01,24.40
12/01/2019 05:31,24.40
12/01/2019 06:01,24.50
12/01/2019 06:31,24.85
12/01/2019 07:01,25.05
12/01/2019 07:31,25.10
12/01/2019 08:01,25.40
12/01/2019 08:31,25.93
12/01/2019 09:01,26.50
12/01/2019 09:31,27.63
12/01/2019 10:01,28.67
12/01/2019 10:31,29.75
12/01/2019 11:01,30.42
12/01/2019 11:31,30.28
12/01/2019 12:01,30.05
12/01/2019 12:31,30.25
12/01/2019 13:01,31.03
12/01/2019 13:31,31.77
12/01/2019 14:01,30.70
12/01/2019 14:31,31.38
12/01/2019 15:01,31.12
12/01/2019 15:31,29.13
12/01/2019 16:01,27.48
12/01/2019 16:31,26.47
12/01/2019 17:01,25.93
12/01/2019 17:31,25.55
12/01/2019 18:01,25.28
12/01/2019 18:31,25.12
12/01/2019 19:01,25.10
12/01/2019 19:31,25.08
12/01/2019 20:01,25.00
12/01/2019 20:31,24.98
12/01/2019 21:01,24.90
12/01/2019 21:31,24.82
12/01/2019 22:01,24.77
12/01/2019 22:31,24.70
12/01/2019 23:01,24.62
12/01/2019 23:31,24.53
13/01/2019 00:01,24.48
13/01/2019 00:31,24.40
13/01/2019 01:01,24.40
13/01/2019 01:31,24.40
13/01/2019 02:01,24.45
13/01/2019 02:31,24.50
13/01/2019 03:01,24.60
13/01/2019 03:31,24.73
13/01/2019 04:01,24.80
13/01/2019 04:31,24.80
13/01/2019 05:01,24.87
13/01/2019 05:31,24.82
13/01/2019 06:01,24.90
13/01/2019 06:31,25.03
13/01/2019 07:01,25.15
13/01/2019 07:31,25.77
13/01/2019 08:01,26.28
13/01/2019 08:31,27.27
13/01/2019 09:01,27.88
13/01/2019 09:31,28.22
13/01/2019 10:01,28.95
13/01/2019 10:31,29.38
13/01/2019 11:01,29.33
13/01/2019 11:31,27.30
13/01/2019 12:01,27.93
13/01/2019 12:31,29.07
13/01/2019 13:01,30.42
13/01/2019 13:31,31.00
13/01/2019 14:01,31.23
13/01/2019 14:31,28.83
13/01/2019 15:01,26.92
13/01/2019 15:31,25.88
13/01/2019 16:01,25.27
13/01/2019 16:31,25.00
13/01/2019 17:01,24.92
13/01/2019 17:31,24.83
13/01/2019 18:01,24.90
13/01/2019 18:31,24.90
13/01/2019 19:01,24.90
13/01/2019 19:31,24.85
13/01/2019 20:01,24.90
13/01/2019 20:31,24.90
13/01/2019 21:01,24.77
13/01/2019 21:31,24.63
13/01/2019 22:01,24.60
13/01/2019 22:31,24.60
13/01/2019 23:01,24.60
13/01/2019 23:31,24.60
14/01/2019 00:01,24.60
14/01/2019 00:31,24.60
14/01/2019 01:01,24.60
14/01/2019 01:31,24.60
14/01/2019 02:01,24.60
14/01/2019 02:31,24.60
14/01/2019 03:01,24.60
14/01/2019 03:31,24.60
14/01/2019 04:01,24.60
14/01/2019 04:31,24.60
14/01/2019 05:01,24.50
14/01/2019 05:31,24.42
14/01/2019 06:01,24.52
14/01/2019 06:31,24.73
14/01/2019 07:01,24.92
14/01/2019 07:31,25.05
14/01/2019 08:01,25.10
14/01/2019 08:31,25.15
14/01/2019 09:01,25.45
14/01/2019 09:31,25.60
14/01/2019 10:01,25.80
14/01/2019 10:31,25.90
14/01/2019 11:01,26.07
14/01/2019 11:31,26.38
14/01/2019 12:01,26.40
14/01/2019 12:31,26.80
14/01/2019 13:01,27.22
14/01/2019 13:31,27.45
14/01/2019 14:01,27.60
14/01/2019 14:31,27.85
14/01/2019 15:01,27.40
14/01/2019 15:31,27.33
14/01/2019 16:01,27.48
14/01/2019 16:31,27.05
14/01/2019 17:01,26.45
14/01/2019 17:31,26.15
14/01/2019 18:01,26.05
14/01/2019 18:31,25.95
14/01/2019 19:01,25.85
14/01/2019 19:31,25.62
14/01/2019 20:01,25.33
14/01/2019 20:31,25.20
14/01/2019 21:01,25.20
14/01/2019 21:31,25.13
14/01/2019 22:01,25.00
14/01/2019 22:31,24.93
14/01/2019 23:01,24.90
14/01/2019 23:31,24.90
15/01/2019 00:01,24.83
15/01/2019 00:31,24.78
15/01/2019 01:01,24.70
15/01/2019 01:31,24.63
15/01/2019 02:01,24.60
15/01/2019 02:31,24.60
15/01/2019 03:01,24.67
15/01/2019 03:31,24.70
15/01/2019 04:01,24.77
15/01/2019 04:31,24.83
15/01/2019 05:01,24.90
15/01/2019 05:31,24.98
15/01/2019 06:01,25.08
15/01/2019 06:31,25.10
15/01/2019 07:01,25.13
15/01/2019 07:31,25.70
15/01/2019 08:01,26.12
15/01/2019 08:31,26.55
15/01/2019 09:01,27.20
15/01/2019 09:31,27.58
15/01/2019 10:01,28.08
15/01/2019 10:31,28.48
15/01/2019 11:01,28.93
15/01/2019 11:31,28.38
15/01/2019 12:01,28.15
15/01/2019 12:31,26.58
15/01/2019 13:01,25.92
15/01/2019 13:31,26.32
15/01/2019 14:01,26.62
15/01/2019 14:31,26.88
15/01/2019 15:01,26.90
15/01/2019 15:31,27.05
15/01/2019 16:01,27.20
15/01/2019 16:31,27.05
15/01/2019 17:01,26.67
15/01/2019 17:31,24.85
15/01/2019 18:01,24.23
15/01/2019 18:31,24.20
15/01/2019 19:01,24.30
15/01/2019 19:31,24.20
15/01/2019 20:01,24.20
15/01/2019 20:31,24.20
15/01/2019 21:01,24.28
15/01/2019 21:31,24.30
15/01/2019 22:01,24.30
15/01/2019 22:31,24.40
15/01/2019 23:01,24.40
15/01/2019 23:31,24.40
16/01/2019 00:01,24.40
16/01/2019 00:31,24.40
16/01/2019 01:01,24.38
16/01/2019 01:31,24.40
16/01/2019 02:01,24.47
16/01/2019 02:31,24.40
16/01/2019 03:01,24.33
16/01/2019 03:31,24.33
16/01/2019 04:01,24.40
16/01/2019 04:31,24.40
16/01/2019 05:01,24.45
16/01/2019 05:31,24.38
16/01/2019 06:01,24.42
16/01/2019 06:31,24.63
16/01/2019 07:01,24.87
16/01/2019 07:31,25.07
16/01/2019 08:01,25.35
16/01/2019 08:31,25.88
16/01/2019 09:01,26.70
16/01/2019 09:31,27.73
16/01/2019 10:01,28.55
16/01/2019 10:31,29.07
16/01/2019 11:01,29.03
16/01/2019 11:31,29.27
16/01/2019 12:01,29.47
16/01/2019 12:31,29.80
16/01/2019 13:01,30.17
16/01/2019 13:31,30.38
16/01/2019 14:01,29.80
16/01/2019 14:31,29.33
16/01/2019 15:01,28.97
16/01/2019 15:31,28.70
16/01/2019 16:01,28.35
16/01/2019 16:31,27.85
16/01/2019 17:01,27.33
16/01/2019 17:31,27.17
16/01/2019 18:01,27.05
16/01/2019 18:31,26.70
16/01/2019 19:01,26.28
16/01/2019 19:31,25.73
16/01/2019 20:01,25.47
16/01/2019 20:31,25.23
16/01/2019 21:01,25.10
16/01/2019 21:31,25.10
16/01/2019 22:01,25.10
16/01/2019 22:31,25.10
16/01/2019 23:01,25.10
16/01/2019 23:31,25.03
17/01/2019 00:01,25.00
17/01/2019 00:31,25.00
17/01/2019 01:01,24.92
17/01/2019 01:31,24.83
17/01/2019 02:01,24.75
17/01/2019 02:31,24.67
17/01/2019 03:01,24.57
17/01/2019 03:31,24.50
17/01/2019 04:01,24.42
17/01/2019 04:31,24.40
17/01/2019 05:01,24.32
17/01/2019 05:31,24.30
17/01/2019 06:01,24.37
17/01/2019 06:31,24.58
17/01/2019 07:01,24.88
17/01/2019 07:31,25.18
17/01/2019 08:01,25.90
17/01/2019 08:31,26.43
17/01/2019 09:01,27.17
17/01/2019 09:31,27.77
17/01/2019 10:01,28.10
17/01/2019 10:31,28.12
17/01/2019 11:01,28.68
17/01/2019 11:31,28.70
17/01/2019 12:01,28.62
17/01/2019 12:31,28.80
17/01/2019 13:01,29.30
17/01/2019 13:31,30.68
17/01/2019 14:01,31.60
17/01/2019 14:31,31.30
17/01/2019 15:01,30.07
17/01/2019 15:31,29.48
17/01/2019 16:01,28.92
17/01/2019 16:31,28.43
17/01/2019 17:01,27.73
17/01/2019 17:31,27.42
17/01/2019 18:01,26.92
17/01/2019 18:31,25.48
17/01/2019 19:01,24.70
17/01/2019 19:31,24.37
17/01/2019 20:01,24.15
17/01/2019 20:31,24.05
17/01/2019 21:01,23.98
17/01/2019 21:31,24.00
17/01/2019 22:01,24.00
17/01/2019 22:31,24.00
17/01/2019 23:01,24.08
17/01/2019 23:31,24.10
18/01/2019 00:01,24.10
18/01/2019 00:31,24.00
18/01/2019 01:01,23.95
18/01/2019 01:31,23.85
18/01/2019 02:01,23.75
18/01/2019 02:31,23.67
18/01/2019 03:01,23.57
18/01/2019 03:31,23.50
18/01/2019 04:01,23.43
18/01/2019 04:31,23.45
18/01/2019 05:01,23.50
18/01/2019 05:31,23.52
18/01/2019 06:01,23.62
18/01/2019 06:31,23.83
18/01/2019 07:01,24.03
18/01/2019 07:31,24.28
18/01/2019 08:01,24.73
18/01/2019 08:31,25.05
18/01/2019 09:01,25.25
18/01/2019 09:31,25.90
18/01/2019 10:01,26.40
18/01/2019 10:31,26.90
18/01/2019 11:01,27.87
18/01/2019 11:31,28.72
18/01/2019 12:01,29.68
18/01/2019 12:31,29.60
18/01/2019 13:01,30.13
18/01/2019 13:31,31.12
18/01/2019 14:01,31.03
18/01/2019 14:31,30.32
18/01/2019 15:01,29.73
18/01/2019 15:31,29.43
18/01/2019 16:01,28.75
18/01/2019 16:31,28.10
18/01/2019 17:01,27.73
18/01/2019 17:31,27.28
18/01/2019 18:01,26.98
18/01/2019 18:31,26.60
18/01/2019 19:01,26.25
18/01/2019 19:31,25.98
18/01/2019 20:01,25.87
18/01/2019 20:31,25.68
18/01/2019 21:01,25.48
18/01/2019 21:31,25.25
18/01/2019 22:01,25.10
18/01/2019 22:31,25.10
18/01/2019 23:01,25.42
18/01/2019 23:31,25.85
19/01/2019 00:01,25.83
19/01/2019 00:31,25.73
19/01/2019 01:01,25.52
19/01/2019 01:31,25.35
19/01/2019 02:01,25.15
19/01/2019 02:31,25.08
19/01/2019 03:01,25.00
19/01/2019 03:31,25.00
19/01/2019 04:01,25.00
19/01/2019 04:31,24.97
19/01/2019 05:01,24.87
19/01/2019 05:31,24.80
19/01/2019 06:01,24.95
19/01/2019 06:31,25.08
19/01/2019 07:01,25.33
19/01/2019 07:31,25.88
19/01/2019 08:01,25.90
19/01/2019 08:31,25.98
19/01/2019 09:01,26.32
19/01/2019 09:31,27.03
19/01/2019 10:01,27.47
19/01/2019 10:31,28.12
19/01/2019 11:01,29.03
19/01/2019 11:31,29.27
19/01/2019 12:01,29.72
19/01/2019 12:31,30.22
19/01/2019 13:01,30.70
19/01/2019 13:31,31.27
19/01/2019 14:01,31.25
19/01/2019 14:31,30.88
19/01/2019 15:01,29.83
19/01/2019 15:31,28.35
19/01/2019 16:01,27.22
19/01/2019 16:31,26.85
19/01/2019 17:01,26.53
19/01/2019 17:31,26.18
19/01/2019 18:01,26.03
19/01/2019 18:31,25.92
19/01/2019 19:01,25.88
19/01/2019 19:31,25.68
19/01/2019 20:01,25.48
19/01/2019 20:31,25.25
19/01/2019 21:01,25.10
19/01/2019 21:31,25.10
19/01/2019 22:01,25.10
19/01/2019 22:31,25.10
19/01/2019 23:01,25.10
19/01/2019 23:31,25.10
20/01/2019 00:01,25.10
20/01/2019 00:31,25.10
20/01/2019 01:01,25.10
20/01/2019 01:31,25.08
20/01/2019 02:01,25.00
20/01/2019 02:31,25.00
20/01/2019 03:01,24.97
20/01/2019 03:31,24.90
20/01/2019 04:01,24.90
20/01/2019 04:31,24.90
20/01/2019 05:01,24.83
20/01/2019 05:31,24.80
20/01/2019 06:01,24.95
20/01/2019 06:31,25.08
20/01/2019 07:01,25.10
20/01/2019 07:31,25.57
20/01/2019 08:01,25.98
20/01/2019 08:31,26.33
20/01/2019 09:01,26.83
